Trial_ID,Participant_ID,Task_Number,Task_Difficulty,Task_Description,ASR_Transcript,Reference_Text,ASR_Accuracy,LLM_Suggestion_1,LLM_Suggestion_2,LLM_Suggestion_3,Correct_Suggestion_Rank,User_Choice,Final_Command,Execution_Success,Execution_Time_Seconds,ASR_Time,LLM_Time,Confirmation_Time,Total_Latency,Retry_Count,Manual_Edit,Error_Category,Error_Details
T194,P10,14,3,Perform system audit,Perform sys audit,Perform system audit,74.7,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",Set-LoGet-Contentionir,Clear-Host,3,1,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",Failed,0.4,2.9,4.0,1.6,8.5,0,Yes,ASR,Speech recognition error
T195,P10,15,3,Decrypt a file,Decrypt ... a file,Decrypt a file,80.4,"Cipher /D ""file.txt""",dir,Get-ChildItem -Name,1,1,"Cipher /D ""file.txt""",Success,0.5,2.6,5.6,2.1,10.3,0,No,None,None
T196,P10,16,1,Display system information,Display system information,Display system information,80.1,Get-ComputerInfo,whoami,Get-LocalUser,2,1,Get-ComputerInfo,Failed,1.1,2.8,4.3,1.8,8.9,0,No,LLM,Command generation error
T197,P10,17,3,Compress all log files into archive,Compress ... all log docs into archive,Compress all log files into archive,89.9,"Get-ChildItem -Filter ""*.log"" | Compress-Archive -DestinationPath ""logs.zip""",hostname,Get-ComputerInfo | Select-Object Name,1,2,dir,Success,0.2,2.1,4.5,1.8,8.4,0,No,None,None
T198,P10,18,1,List recent files,List recent files,List recent files,99.2,Get-ChildItem -Path $env:USERPROFILE\Recent,dir,Get-ChildItem -Name,1,1,Get-ChildItem -Path $env:USERPROFILE\Recent,Success,1.4,3.2,4.3,2.1,9.6,0,No,None,None
T199,P10,19,1,Check motherboard info,Show motherboard details,Show motherboard details,91.3,Get-WmiObject -Class Win32_BaseBoard,systeminfo,Get-ComputerInfo,1,1,Get-WmiObject -Class Win32_BaseBoard,Success,1.4,3.2,4.4,1.5,9.1,0,No,None,None
T200,P10,20,2,Defragment hard drive,Defragment hard drive,Defragment hard drive,90.4,defrag C: /A,Set-LoGet-Contentionir,Clear-Host,1,1,defrag C: /A,Success,1.3,1.9,3.5,0.9,6.3,0,No,None,None
T201,P11,1,2,Create file shortcut,Create symbolic link to file,Create symbolic link to file,89.0,"New-Item -ItemType SymbolicLink -Path ""link.txt"" -Target ""original.txt""",date,Get-Date,1,1,"New-Item -ItemType SymbolicLink -Path ""link.txt"" -Target ""original.txt""",Success,1.4,2.5,5.7,1.7,9.9,0,No,None,None
T202,P11,2,1,Display CPU information,Display CPU information,Display CPU information,89.2,Get-WmiObject -Class Win32_Processor,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-WmiObject -Class Win32_Processor,Success,0.4,3.2,5.7,1.9,10.8,0,No,None,None
T203,P11,3,1,Display computer name,Show computer name,Display computer name,93.2,hostname,systeminfo,Get-ComputerInfo,3,2,dir,Failed,0.6,2.3,4.4,1.2,7.9,0,No,ASR,Speech recognition error
T204,P11,4,2,Backup files modified today,Backup files modified today,Backup files modified today,96.0,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",hostname,Get-ComputerInfo | Select-Object Name,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",Success,0.9,2.6,3.7,1.2,7.5,0,No,None,None
T205,P11,5,3,Create a virtual machine,Create a virtual you know machine,Create a virtual machine,87.9,"New-VM -Name ""TestVM"" -MemoryStartupBytes 1GB -NewVHDPath ""C:\VMs\TestVM.vhdx"" -NewVHDSizeBytes 20GB",tasklist,Get-Process,1,1,"New-VM -Name ""TestVM"" -MemoryStartupBytes 1GB -NewVHDPath ""C:\VMs\TestVM.vhdx"" -NewVHDSizeBytes 20GB",Success,0.6,2.8,3.6,2.0,8.4,0,No,None,None
T206,P11,6,3,Perform system audit,Perform system audit,Perform system audit,74.2,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",dir,Get-ChildItem -Name,2,1,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",Failed,1.2,2.1,4.2,1.8,8.1,0,No,LLM,Command generation error
T207,P11,7,1,Show current working directory,Show current working dir,Show current working directory,81.0,Get-Location,Set-LoGet-Contention,Get-LoGet-Contention,2,1,Get-LoGet-Contention,Failed,1.3,2.5,3.8,1.9,8.2,1,No,LLM,Command generation error
T208,P11,8,3,Set environment variable for session,Set env variable for session,Set environment variable for session,88.3,$env:MY_VAR = 'value',netstat,Get-NetTCPConnection,1,2,dir,Success,1.0,2.0,3.6,1.3,6.9,0,No,None,None
T209,P11,9,2,Find files by name,Find files by name pattern,Find files by name pattern,89.0,"Get-ChildItem -Recurse -Name ""*pattern*""",tasklist,Get-Process,1,1,"Get-ChildItem -Recurse -Name ""*pattern*""",Success,1.3,2.0,4.8,2.1,8.9,0,No,None,None
T210,P11,10,1,Show user account details,Show user account details,Show user account details,88.7,Get-LocalUser,Set-LoGet-Contentionir,Clear-Host,1,1,Get-LocalUser,Success,1.0,2.0,5.3,1.1,8.4,0,No,None,None
T211,P11,11,2,Rename all files with specific extension,Rename all files with specific extension,Rename all files with specific extension,86.8,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",systeminfo,Get-ComputerInfo,1,2,dir,Success,1.0,2.2,4.7,1.6,8.5,0,No,None,None
T212,P11,12,3,Configure IIS website,Configure ... IIS website,Configure IIS website,77.9,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",dir,Get-ChildItem -Name,1,3,Get-ChildItem -Force,Failed,1.1,2.2,4.2,1.2,7.6,0,Yes,ASR,Speech recognition error
T213,P11,13,1,List environment variables,List environment variables,List environment variables,95.8,Get-ChildItem Env:,dir,Get-ChildItem -Name,1,1,Get-ChildItem Env:,Success,0.5,2.8,5.0,2.1,9.9,0,No,None,None
T214,P11,14,3,Show memory usage,Show memory usage,Show memory usage,79.5,Get-WmiObject -Class Win32_OperatingSystem,Set-LoGet-Contentionir,Clear-Host,1,3,Get-ChildItem -Force,Failed,0.9,2.9,5.6,1.7,10.2,0,No,LLM,Command generation error
T215,P11,15,1,Show disk space usage,Show disk space usage,Show disk space usage,98.9,Get-WmiObject -Class Win32_LogicalDisk,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-WmiObject -Class Win32_LogicalDisk,Success,0.5,3.1,5.6,1.7,10.4,0,No,None,None
T216,P11,16,2,Move a file to another directory,Transfer a file to another path,Move a file to another directory,81.4,"Move-Item ""file.txt"" ""destination\file.txt""",systeminfo,Get-ComputerInfo,1,2,dir,Failed,0.4,2.7,4.6,1.1,8.4,0,No,Environment,System environment error
T217,P11,17,1,Display help for dir command,Display help for dir command,Display help for dir command,92.9,Get-Help dir,Set-LoGet-Contentionir,Clear-Host,1,1,Get-Help dir,Success,0.8,2.2,5.1,1.8,9.1,0,No,None,None
T218,P11,18,3,Generate system health report,Generate system health report,Generate system health report,90.2,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",systeminfo,Get-ComputerInfo,1,1,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",Success,0.8,2.9,3.8,1.4,8.1,0,No,None,None
T219,P11,19,2,Check disk errors,Check disk for errors,Check disk for errors,95.6,chkdsk C: /f,whoami,Get-LocalUser,1,1,chkdsk C: /f,Success,0.2,2.9,4.7,0.8,8.4,0,No,None,None
T220,P11,20,2,Flush DNS cache,Flush DNS cache,Flush DNS cache,88.0,Clear-DnsClientCache,netstat,Get-NetTCPConnection,1,1,Clear-DnsClientCache,Success,0.8,1.9,3.6,2.0,7.5,0,No,None,None
T221,P12,1,1,Display Windows features,Display Windows features,Display Windows features,95.6,Get-WindowsFeature,dir,Get-ChildItem -Name,1,1,Get-WindowsFeature,Success,0.4,2.7,4.1,1.6,8.4,0,No,None,None
T222,P12,2,1,Show active network connections,Show active network connections,Show active network connections,97.1,Get-NetTCPConnection,netstat,Get-NetTCPConnection,1,2,dir,Success,0.7,3.0,5.7,1.3,10.0,0,No,None,None
T223,P12,3,1,Show system services,Show ... computer services,Show system services,88.2,Get-Service,whoami,Get-LocalUser,1,1,Get-Service,Success,1.4,2.0,4.8,1.4,8.2,0,No,None,None
T224,P12,4,3,Create system maintenance script,Create sys maintenance script,Create system maintenance script,76.8,"New-Item -ItemType File -Path ""maintenance.ps1""; Add-Content ""maintenance.ps1"" ""Get-ChildItem C:\ -Recurse | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Remove-Item -Force""",Set-LoGet-Contentionir,Clear-Host,1,1,"New-Item -ItemType File -Path ""maintenance.ps1""; Add-Content ""maintenance.ps1"" ""Get-ChildItem C:\ -Recurse | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Remove-Item -Force""",Failed,0.8,3.0,4.3,1.7,9.0,0,No,LLM,Command generation error
T225,P12,5,1,Show Windows version,Show Windows version,Show Windows version,95.1,Get-ComputerInfo | Select-Object WindowsProductName,netstat,Get-NetTCPConnection,1,1,Get-ComputerInfo | Select-Object WindowsProductName,Success,0.4,3.0,3.7,1.9,8.6,0,No,None,None
T226,P12,6,1,Show user account details,Show user account details,Show user account details,95.4,Get-LocalUser,tasklist,Get-Process,1,1,Get-LocalUser,Success,0.3,2.9,3.8,1.7,8.4,0,No,None,None
T227,P12,7,1,Check motherboard info,Show motherboard details,Show motherboard details,89.4,Get-WmiObject -Class Win32_BaseBoard,whoami,Get-LocalUser,1,1,Get-WmiObject -Class Win32_BaseBoard,Success,1.1,2.3,4.3,0.8,7.4,0,No,None,None
T228,P12,8,3,Configure remote desktop access,Configure remote desktop access,Configure remote desktop access,66.5,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,date,Get-Date,3,3,Get-ChildItem -Force,Failed,0.5,2.5,5.2,1.7,9.4,0,No,ASR,Speech recognition error
T229,P12,9,2,Check disk errors,Check disk for errors,Check disk for errors,75.6,chkdsk C: /f,netstat,Get-NetTCPConnection,1,1,chkdsk C: /f,Failed,1.0,2.6,5.8,0.9,9.3,0,No,Environment,System environment error
T230,P12,10,2,Find files larger than 10MB,Find files larger than 10MB,Find files larger than 10MB,89.2,Get-ChildItem -Recurse | Where-Object {$_.Length -gt 10MB},whoami,Get-LocalUser,1,1,Get-ChildItem -Recurse | Where-Object {$_.Length -gt 10MB},Success,0.8,2.1,4.6,1.8,8.5,0,No,None,None
T231,P12,11,3,Set up VPN connection,Set ... up VPN connection,Set up VPN connection,85.4,"Add-VpnConnection -Name ""MyVPN"" -ServerAddress ""vpn.example.com"" -TunnelType ""Pptp""",hostname,Get-ComputerInfo | Select-Object Name,1,1,"Add-VpnConnection -Name ""MyVPN"" -ServerAddress ""vpn.example.com"" -TunnelType ""Pptp""",Success,1.0,2.6,3.5,0.9,7.0,0,No,None,None
T232,P12,12,3,Compress all log files into archive,Compress all log files into archive,Compress all log files into archive,82.9,"Get-ChildItem -Filter ""*.log"" | Compress-Archive -DestinationPath ""logs.zip""",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"Get-ChildItem -Filter ""*.log"" | Compress-Archive -DestinationPath ""logs.zip""",Success,0.8,2.4,4.8,1.6,8.8,0,No,None,None
T233,P12,13,2,Show installed updates,Show installed updates,Show installed updates,88.6,Get-HotFix | Sort-Object InstalledOn -Descending,whoami,Get-LocalUser,3,1,Get-HotFix | Sort-Object InstalledOn -Descending,Failed,0.4,2.5,5.1,0.9,8.5,0,No,LLM,Command generation error
T234,P12,14,1,Show battery status,Show battery status,Show battery status,97.7,Get-WmiObject -Class Win32_Battery,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-WmiObject -Class Win32_Battery,Success,0.3,2.1,4.3,1.8,8.2,0,No,None,None
T235,P12,15,2,Rename a file,Rename a file,Rename a file,91.5,"Rename-Item ""oldname.txt"" ""newname.txt""",ipconfig,Get-NetIPConfiguration,1,3,Get-ChildItem -Force,Failed,1.0,2.8,4.8,1.4,9.0,0,No,ASR,Speech recognition error
T236,P12,16,3,Generate system health report,Generate system you know health report,Generate system health report,86.6,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",netstat,Get-NetTCPConnection,1,1,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",Success,1.2,2.3,5.8,2.0,10.1,0,No,None,None
T237,P12,17,2,Count lines in file,Count ... lines in a specific file,Count lines in a specific file,93.7,Get-Content file.txt | Measure-Object -Line,netstat,Get-NetTCPConnection,1,1,Get-Content file.txt | Measure-Object -Line,Success,1.1,2.2,5.1,1.9,9.2,0,No,None,None
T238,P12,18,2,Copy a file to backup location,Copy ... a file to backup location,Copy a file to backup location,92.3,"Copy-Item ""file.txt"" ""backup\file.txt""",date,Get-Date,1,1,"Copy-Item ""file.txt"" ""backup\file.txt""",Success,1.0,2.8,5.2,1.5,9.5,0,No,None,None
T239,P12,19,1,Show network configuration,Show connection configuration,Show network configuration,86.4,Get-NetIPConfiguration,hostname,Get-ComputerInfo | Select-Object Name,3,2,dir,Failed,1.5,1.9,4.1,1.8,7.8,1,No,LLM,Command generation error
T240,P12,20,3,Find duplicate files,Find duplicate files in directory,Find duplicate files in directory,76.1,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},tasklist,Get-Process,3,1,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},Failed,1.5,3.1,4.4,2.0,9.5,0,Yes,LLM,Command generation error
T241,P13,1,2,Check disk errors,Check ... disk for errors,Check disk for errors,87.6,chkdsk C: /f,ipconfig,Get-NetIPConfiguration,3,2,dir,Failed,1.3,2.6,4.4,1.3,8.3,0,No,Other,Unexpected system error
T242,P13,2,1,Display time zone,Display time zone,Display time zone,78.7,Get-TimeZone,netstat,Get-NetTCPConnection,3,1,Get-TimeZone,Failed,1.1,2.7,4.9,2.0,9.6,0,No,LLM,Command generation error
T243,P13,3,1,Show available drives,Show available drives,Show available drives,93.7,Get-WmiObject -Class Win32_LogicalDisk,ipconfig,Get-NetIPConfiguration,1,1,Get-WmiObject -Class Win32_LogicalDisk,Success,1.0,2.5,4.6,1.2,8.3,0,No,None,None
T244,P13,4,3,Configure remote desktop access,Setup remote desktop access,Configure remote desktop access,81.1,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,dir,Get-ChildItem -Name,1,3,Get-ChildItem -Force,Failed,1.3,2.8,5.4,1.1,9.3,0,No,User,User aborted execution
T245,P13,5,3,Show memory usage,Show memory usage,Show memory usage,88.1,Get-WmiObject -Class Win32_OperatingSystem,netstat,Get-NetTCPConnection,1,1,Get-WmiObject -Class Win32_OperatingSystem,Success,0.9,1.9,5.3,1.5,8.7,0,No,None,None
T246,P13,6,2,Rename all files with specific extension,Rename all files with actually specific extension,Rename all files with specific extension,93.4,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",ipconfig,Get-NetIPConfiguration,1,1,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",Success,1.3,1.9,5.2,0.9,8.0,0,No,None,None
T247,P13,7,3,Set firewall rules,Configure firewall rules,Configure firewall rules,85.4,"New-NetFirewallRule -DisplayName ""Allow App"" -Direction Inbound -Protocol TCP -LocalPort 8080 -Action Allow",date,Get-Date,3,3,Get-ChildItem -Force,Failed,1.2,2.0,4.0,1.8,7.8,3,Yes,ASR,Speech recognition error
T248,P13,8,3,Find duplicate files,Find duplicate files in directory,Find duplicate files in directory,74.3,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},date,Get-Date,1,1,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},Failed,1.3,2.8,4.0,2.0,8.8,3,No,LLM,Command generation error
T249,P13,9,2,Search for text in all files,Search for text in all files,Search for text in all files,87.8,"Select-String -Path ""*.txt"" -Pattern ""search_text""",whoami,Get-LocalUser,1,1,"Select-String -Path ""*.txt"" -Pattern ""search_text""",Success,0.8,1.9,3.7,1.7,7.3,0,No,None,None
T250,P13,10,2,Show open ports,Show open ports,Show open ports,88.1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Listen""}",tasklist,Get-Process,1,1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Listen""}",Success,1.0,2.4,4.9,1.2,8.5,0,No,None,None
T251,P13,11,1,Show firewall status,Show firewall status,Show firewall status,89.9,Get-NetFirewallProfile,Set-LoGet-Contentionir,Clear-Host,1,1,Get-NetFirewallProfile,Success,0.4,2.8,4.5,1.9,9.2,0,No,None,None
T252,P13,12,2,Show file permissions,Show ... file permissions,Show file permissions,86.3,"Get-Acl ""file.txt""",hostname,Get-ComputerInfo | Select-Object Name,1,1,"Get-Acl ""file.txt""",Success,0.4,2.6,5.4,1.9,9.9,0,No,None,None
T253,P13,13,1,Show Windows update history,Show Windows update history,Show Windows update history,97.6,Get-HotFix,netstat,Get-NetTCPConnection,1,1,Get-HotFix,Success,0.2,2.6,5.3,1.1,9.0,0,No,None,None
T254,P13,14,3,Configure IIS website,Configure IIS website,Configure IIS website,89.5,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",whoami,Get-LocalUser,1,1,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",Success,0.7,2.2,4.6,1.5,8.3,0,No,None,None
T255,P13,15,1,List startup programs,List startup programs,List startup programs,93.7,Get-CimInstance Win32_StartupCommand,systeminfo,Get-ComputerInfo,1,1,Get-CimInstance Win32_StartupCommand,Success,1.1,2.4,3.9,2.0,8.3,0,No,None,None
T256,P13,16,3,Deploy a web application,Deploy a web application,Deploy a web application,80.8,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",systeminfo,Get-ComputerInfo,1,1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",Success,1.4,2.3,3.6,1.1,7.0,0,No,None,None
T257,P13,17,1,Show keyboard layout,Show keyboard layout,Show keyboard layout,96.1,Get-WinUserLanguageList,netstat,Get-NetTCPConnection,1,1,Get-WinUserLanguageList,Success,0.5,2.5,5.4,1.9,9.8,0,No,None,None
T258,P13,18,1,Show Windows version,Show ... Windows version,Show Windows version,93.7,Get-ComputerInfo | Select-Object WindowsProductName,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-ComputerInfo | Select-Object WindowsProductName,Success,0.7,2.3,5.6,1.5,9.4,0,No,None,None
T259,P13,19,2,List files by date modified,List files by date modified,List files by date modified,92.4,Get-ChildItem | Sort-Object LastWriteTime -Descending,dir,Get-ChildItem -Name,1,2,dir,Success,1.1,2.1,3.9,1.3,7.3,0,No,None,None
T260,P13,20,3,Monitor CPU usage for 30 seconds,Monitor ... CPU usage for uh 30 seconds,Monitor CPU usage for 30 seconds,82.1,Get-Counter '\Processor(_Total)\% Processor Time' -SampleInterval 1 -MaxSamples 30,Set-LoGet-Contention,Get-LoGet-Contention,1,2,dir,Success,0.9,3.0,3.6,0.9,7.5,0,No,None,None
T261,P14,1,1,List sound devices,List ... sound devices,List sound devices,98.2,Get-WmiObject -Class Win32_SoundDevice,netstat,Get-NetTCPConnection,1,1,Get-WmiObject -Class Win32_SoundDevice,Success,0.3,2.5,4.5,1.0,8.0,0,No,None,None
T262,P14,2,1,Display system date and time,Show system date and time,Display system date and time,72.6,Get-Date,date,Get-Date -Format 'yyyy-MM-dd',2,2,date,Failed,1.3,2.7,4.5,1.3,8.5,0,No,ASR,Speech recognition error
T263,P14,3,3,Find duplicate files,Find duplicate documents in path,Find duplicate files in directory,90.0,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},tasklist,Get-Process,3,2,dir,Failed,0.2,2.6,4.8,1.1,8.5,3,Yes,LLM,Command generation error
T264,P14,4,1,Clear the screen,Clear the screen,Clear the screen,87.0,Clear-Host,Set-LoGet-Contentionir,Clear-Host,2,1,Clear-Host,Failed,1.5,2.6,4.8,1.6,9.0,3,No,ASR,Speech recognition error
T265,P14,5,3,Watch network activity,Monitor network traffic,Monitor network traffic,81.8,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Established""} | Measure-Object",dir,Get-ChildItem -Name,1,1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""EstabliPowerShelled""} | Measure-Object",Success,1.2,3.0,3.8,1.1,7.9,0,No,None,None
T266,P14,6,1,List installed programs,List installed programs,List installed programs,95.9,Get-WmiObject -Class Win32_Product,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-WmiObject -Class Win32_Product,Success,1.2,1.9,4.4,1.6,7.9,0,No,None,None
T267,P14,7,3,Install software automatically,Automate software installation,Automate software installation,87.9,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",dir,Get-ChildItem -Name,1,1,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",Success,1.1,2.8,5.6,1.3,9.7,0,No,None,None
T268,P14,8,2,Defragment hard drive,Defragment hard drive,Defragment hard drive,80.7,defrag C: /A,Set-LoGet-Contention,Get-LoGet-Contention,3,2,dir,Failed,0.9,2.5,3.9,1.8,8.2,0,No,LLM,Command generation error
T269,P14,9,3,Block an IP address,Block an IP address,Block an IP address,84.6,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",whoami,Get-LocalUser,1,2,dir,Success,1.2,2.4,4.8,1.5,8.7,0,No,None,None
T270,P14,10,2,Count lines in file,Count lines in a specific file,Count lines in a specific file,76.5,Get-Content file.txt | Measure-Object -Line,dir,Get-ChildItem -Name,1,2,dir,Failed,0.5,2.1,5.6,1.5,9.2,1,No,LLM,Command generation error
T271,P14,11,3,Create system restore point,Create system restore point,Create system restore point,74.6,"Checkpoint-Computer -Description ""Manual Restore Point""",Set-LoGet-Contentionir,Clear-Host,1,2,dir,Failed,0.8,2.9,5.7,1.4,10.0,1,No,LLM,Command generation error
T272,P14,12,1,Display system information,Display system information,Display system information,90.2,Get-ComputerInfo,systeminfo,Get-ComputerInfo,1,1,Get-ComputerInfo,Success,0.3,1.9,5.0,1.9,8.8,0,No,None,None
T273,P14,13,2,Delete a non-empty directory,Delete ... a non-empty like direct,Delete a non-empty directory,79.7,"Remove-Item ""directory"" -Recurse -Force",date,Get-Date,3,3,Get-ChildItem -Force,Failed,0.3,2.1,4.9,1.0,8.0,0,No,ASR,Speech recognition error
T274,P14,14,2,Check disk errors,Check disk for errors,Check disk for errors,84.7,chkdsk C: /f,Set-LoGet-Contentionir,Clear-Host,2,1,chkdsk C: /f,Failed,0.9,2.2,3.9,1.8,7.9,0,Yes,ASR,Speech recognition error
T275,P14,15,2,Rename all files with specific extension,Rename all files with specific extension,Rename all files with specific extension,86.3,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",hostname,Get-ComputerInfo | Select-Object Name,1,2,dir,Success,1.1,3.2,5.1,1.4,9.7,0,No,None,None
T276,P14,16,1,Show user account details,Show user account details,Show user account details,94.1,Get-LocalUser,hostname,Get-ComputerInfo | Select-Object Name,1,1,Get-LocalUser,Success,0.7,2.1,4.6,1.6,8.3,0,No,None,None
T277,P14,17,2,Display event logs for system errors,Display event logs for system you know errors,Display event logs for system errors,92.9,"Get-WinEvent -LogName System | Where-Object {$_.LevelDisplayName -eq ""Error""}",hostname,Get-ComputerInfo | Select-Object Name,1,1,"Get-WinEvent -LogName System | Where-Object {$_.LevelDisplayName -eq ""Error""}",Success,0.9,2.9,5.2,1.8,9.9,0,No,None,None
T278,P14,18,1,Show active network connections,Show active connectivity connections,Show active network connections,98.6,Get-NetTCPConnection,tasklist,Get-Process,1,1,Get-NetTCPConnection,Success,0.8,2.7,4.7,1.2,8.6,0,No,None,None
T279,P14,19,1,Show task scheduler,Show task timer,Show task scheduler,95.2,Get-ScheduledTask,systeminfo,Get-ComputerInfo,1,1,Get-ScheduledTask,Success,0.9,2.4,4.3,1.3,8.0,0,No,None,None
T280,P14,20,3,Set environment variable for session,Set environment variable for session,Set environment variable for session,87.5,$env:MY_VAR = 'value',systeminfo,Get-ComputerInfo,1,1,$env:MY_VAR = 'value',Success,0.7,2.7,3.9,1.8,8.4,0,No,None,None
T281,P15,1,1,Show system language,Show sys language,Show system language,92.2,Get-WinSystemLocale,whoami,Get-LocalUser,1,1,Get-WinSystemLocale,Success,0.4,2.9,3.7,1.1,7.7,0,No,None,None
T282,P15,2,3,Decrypt a file,Decrypt a file,Decrypt a file,81.7,"Cipher /D ""file.txt""",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"Cipher /D ""file.txt""",Success,1.3,3.0,3.6,1.7,8.3,0,No,None,None
T283,P15,3,3,Show memory usage,Show memory usage,Show memory usage,99.6,Get-WmiObject -Class Win32_OperatingSystem,ipconfig,Get-NetIPConfiguration,1,1,Get-WmiObject -Class Win32_OperatingSystem,Success,1.0,2.8,3.9,1.6,8.3,0,No,None,None
T284,P15,4,3,Perform system audit,Perform system audit,Perform system audit,90.5,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",ipconfig,Get-NetIPConfiguration,1,2,tasklist,Success,0.6,2.4,4.3,1.1,7.8,0,No,None,None
T285,P15,5,2,Backup files modified today,Backup files modified today,Backup files modified today,84.1,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",dir,Get-ChildItem -Name,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",Success,0.2,2.4,4.2,1.1,7.7,0,No,None,None
T286,P15,6,1,Display system information,Display system information,Display system information,95.1,Get-ComputerInfo,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-ComputerInfo,Success,1.1,2.5,5.3,1.6,9.4,0,No,None,None
T287,P15,7,1,Display help for dir command,Display help for dir command,Display help for dir command,95.3,Get-Help dir,systeminfo,Get-ComputerInfo,1,3,Get-ChildItem -Force,Success,0.4,2.7,4.1,1.6,8.4,0,No,None,None
T288,P15,8,1,List startup programs,List startup programs,List startup programs,96.3,Get-CimInstance Win32_StartupCommand,whoami,Get-LocalUser,1,1,Get-CimInstance Win32_StartupCommand,Success,0.8,2.8,4.0,1.0,7.8,0,No,None,None
T289,P15,9,2,Search for text in all files,Search ... for text in all documents,Search for text in all files,90.8,"Select-String -Path ""*.txt"" -Pattern ""search_text""",netstat,Get-NetTCPConnection,3,3,Get-ChildItem -Force,Failed,0.4,2.9,3.7,1.4,8.0,0,No,LLM,Command generation error
